Numero Zucchetta,Name of Bridge,Bridge Code,Year Constructed,Crossing River,Segment Code,Number of Islands on the North Side,Number of Islands on the South Side,Northern District,Southern Districts,Private,Civic,Civic Letter,Numero Campate,Arc Style Code,Arc Style,Construction Material Code,Construction Material,Decorations,Handicapped Accessible,Additional Handrail,Number of Steps North,Number of Steps South,Total Number of Steps,Height,Codice Materiale Alzata,Materiale Alzata,Pedata,Codice Materiale Pedata,Material Paving Steps,Minimum Step Width,Superficie Gradino Tipo (Min),Superficie Totale Gradini,Ipotenusa N,Ipotenusa S,Cateto N,Cateto S,Inclination N,Inclination S,Maximum Inclination,Summit Width,Summit Length,Area of Summit,Material Code of Summit,Flooring Material at Summit,Condition of Pavement at Summit,Description of the Condition of Pavement at Summit,Area of Pavement,Codice Tipologia Spalletta,Tipologia spalletta,Codice Materiale Spalletta,Materiale Spalletta,Larghezza Spalletta Est,Larghezza Spalletta Ovest,Larghezza Media Spallette,Altezza Media Spalletta,Width of River,Sporgenza N,Sporgenza S,Effective Lighting,Tide Level,Water Altitude,Freccia N1,Freccia C,Freccia S1,Freccia Minima,Freccia Media,Spessore N2,Spessore N1,Spessore C,Spessore S1,Spessore S2,Spessore Minimo,Photo Number of Arc,Photo Number of Ramp,Numero Foto Punto Quotato,H-N1,H-C,H-S1,SE-N2,SE-N1,SE-C,SE-S1,SE-S2,SI-N2,SI-N1,SI-C,SI-S1,SI-S2,Overall Width,Note:
262,Ponte Privato-Passerella Enel,GIOB_P2,0,Rio de S. Giobbe,GIOB,19,123,CN,CN,Yes,,,1,2,Piano,24,Metallo e Cemento Armato,,No,No,16,15,31,15,6,Metallo,32,4,Legno,0.58,0.19,5.38,5.3,5.07,0,0,0,0,0,1.12,7.8,8.74,10,Calcestruzzo,2,Medie,14.12,2,Vuoto Geometrico,6,Metallo,5,5,5,96,4.89,0,0,4.89,0.23,,0,0,0,3.93,3.94,0.11,0.11,0.11,0.11,0.11,11,C15,C14,,4.78,4.78,4.77,1.07,1.07,1.07,1.07,1.07,0.96,0.96,0.96,0.96,0.96,1.22,
263,Ponte Privato-Passerella Enel,GIOB_P3,0,Rio de S. Giobbe,GIOB,19,123,CN,CN,Yes,,,1,2,Piano,24,Metallo e Cemento Armato,,No,No,17,15,32,15,13,Vuoto,34,17,Legno e Metallo,0.89,0.3,9.08,5.74,5.23,0,0,0,0,0,1.43,6.92,9.9,26,Metallo e Calcestruzzo,2,Medie,18.97,2,Vuoto Geometrico,6,Metallo,4,4,4,91,3.48,0,0,3.48,0.2,,0,0,0,3.03,3.04,1.01,1.01,1.01,1.01,1.01,101,C13,C16,,4.75,4.75,4.79,1.92,1.92,1.92,1.92,1.92,0.91,0.91,0.91,0.91,0.91,1.77,"La rampa nord e' in metallo, la rampa sud a destra e' in legno, quella a sinistra e' in metallo (est), entrambe hanno 15 scalini."
266,Ponte Priuli ai Cavalletti,PRIULC,0,Rio de la Crea,CREA2,123,,CN,CN,No,,,1,8,Trapezoidale,17,Legno e Metallo,,No,Yes,8,10,18,16,17,Legno e Metallo,30,4,Legno,2.11,0.63,10.13,2.78,3.4,0,0,0,0,0,2.13,3.62,7.71,4,Legno,2,Medie,17.84,2,Vuoto Geometrico,4,Legno,11,11,11,95,6.39,0,0,6.39,0.51,,0,0,0,2.69,2.72,0.37,0.28,0.28,0.29,0.34,28,C2,C1,,3.44,3.47,3.43,1.29,1.24,1.22,1.25,1.31,0.92,0.96,0.94,0.96,0.97,2.34,"Il primo scalino della rampa nord e' in pietra d'Istria, cartello con divieto d'accesso."
426,Ponte Privato va in Sacca s. Biagio,SACB1_P1,0,Canal de Sacca San Biagio,SACB1,120,108,GD,GD,Yes,,,3,8,Trapezoidale,4,Legno,,No,No,6,0,6,10,4,Legno,56,4,Legno,2.73,1.53,6.12,10.7,11,0,0,0,0,0,2.73,3.76,10.26,4,Legno,1,Cattive,16.38,2,Vuoto Geometrico,4,Legno,14,14,14,97,35.56,12.7,12.4,35.309,-0.28,,0,0,0,4.02,4.02,0.6,0.6,0.6,0.6,0.6,60,,,,5.87,5.87,5.87,1.57,1.57,1.57,1.57,1.57,0.97,0.97,0.97,0.97,0.97,2.92,Rampa sud senza scalini.
427,Ponte senza Nome,BIAGIO,0,Canal de Sacca Fisola,SACF1,107,108,GD,GD,No,,,3,8,Trapezoidale,4,Legno,,Yes,No,,,,,,,,4,Legno,1.98,,,6.15,10.35,0,0,0,0,0,1.98,6.5,12.87,4,Legno,1,Cattive,,2,Vuoto Geometrico,4,Legno,15,15,15,90,14.76,4.6,5.1,14.663,-0.28,,0,0,0,2.45,2.46,0.33,0.33,0.31,0.31,0.31,31,,,,3.96,3.95,3.96,1.23,1.23,1.21,1.21,1.21,0.9,0.9,0.9,0.9,0.9,2.28,Ponte senza scalini a rampe inclinate.
428,Ponte S. Gerardo,GERAR,0,Canal de Sacca Fisola,SACF2,107,109,GD,GD,No,,,1,2,Piano,17,Legno e Metallo,,Yes,No,5,13,18,17,19,Metallo e Pietra d'Istria,30,34,Marmettoni di Calcestruzzo e Legno,1.82,0.55,8.74,1.6,1.65,0,0,0,0,0,0,13.72,0,4,Legno,2,Medie,8.74,5,Mista,17,Legno e Metallo,17,17,17,103,13.26,0,0,13.26,-0.28,,0,0,0,2.79,2.79,0.85,0.85,0.85,0.85,0.85,85,A43,A44,,4.95,4.95,4.95,1.88,1.88,1.88,1.88,1.88,1.03,1.03,1.03,1.03,1.03,3.65,I primi 8 scalini da terra a sud sono in graniglia e pietra d'Istria. Vi e' una seconda rampa a sud di 1.65 m.
429,Ponte dei Lavraneri,LAVRA,0,Rio dei Lavraneri,LAVR,107,111,GD,GD,No,,,7,8,Trapezoidale,,,,No,No,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,2,Vuoto Geometrico,,,,,,,68.62,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Dati non rilevabili causa lavori in corso.
430,Ponte del Lago Scuro,SCURO,0,Rio de San Biagio,BIAG1,111,113,GD,GD,No,,,1,7,Sesto Super Ribassato,10,Calcestruzzo,"DENTELLI, TRECCIA CON DUE SCUDI, QUATTRO VOLUTE PER LATO",No,No,8,15,23,14,10,Calcestruzzo,31,10,Calcestruzzo,2.05,0.64,13.35,3.7,4.9,0,0,0,0,0,2.15,6.2,13.33,10,Calcestruzzo,1,Cattive,26.68,1,Piena,10,Calcestruzzo,18,18,18,93,12.85,0,0,12.85,-0.28,,0,0,0,2.79,2.81,0.81,0.59,0.57,0.6,0.82,57,A41,A42,,4.6,4.6,4.6,1.75,1.51,1.48,1.53,1.77,0.94,0.92,0.91,0.93,0.95,2.52,
431,Ponte de le Convertite,CONVER,0,Rio de le Convertite,CONV,112,113,GD,GD,No,,,3,8,Trapezoidale,4,Legno,,No,No,9,13,22,17,18,Legno e Pietra d'Istria,42,35,Legno e Asfalto,2.57,1.08,21.59,4,5.5,0,0,0,0,0,2.57,6.7,17.22,4,Legno,2,Medie,38.81,2,Vuoto Geometrico,4,Legno,9,9,9,89,12.81,3.3,3.9,12.738,-0.28,,0,0,0,2.85,2.86,0.29,0.29,0.29,0.29,0.29,29,A39,A40,,4.33,4.31,4.31,1.18,1.18,1.18,1.18,1.18,0.89,0.89,0.89,0.89,0.89,2.75,I primi tre scalini della rampa sud sono in asfalto e pietra d'Istria.
432,Ponte S. Eufemia,EUFEMIA,0,Rio de S. Eufemia,EUFE2,112,114,GD,GD,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,No,No,11,12,23,14,2,Pietra d'Istria,46,8,Asfalto,4.24,1.95,40.96,7,7.8,0,0,0,0,0,4.24,3.7,15.69,8,Asfalto,2,Medie,56.65,1,Piena,14,Mattoni e Pietra d'Istria,26,26,26,89.8,9.65,0,0,9.65,-0.26,,0,0,0,2.74,2.81,0.54,0.49,0.43,0.53,0.57,43,A35,A33,,4.42,4.4,4.39,1.5,1.34,1.26,1.39,1.56,0.96,0.85,0.83,0.86,0.99,4.76,
433,Ponte Privato va al civico 681,EUFE_P1,0,Rio de S. Eufemia,EUFE2,112,114,GD,GD,Yes,681,,1,6,Sesto Ribassato,15,"Mattoni, Intonaco e Pietra d'Istria",,No,No,10,13,23,14,2,Pietra d'Istria,40,8,Asfalto,2.5,1,21,4.25,5.65,0,0,0,0,0,2.5,2.53,6.33,8,Asfalto,2,Medie,27.33,2,Vuoto Geometrico,6,Metallo,5.5,5.5,5.5,101.4,8.19,0,0,8.19,-0.28,,0,0,0,2.88,2.91,0.43,0.51,0.44,0.53,0.45,43,A34,A36,,4.69,4.69,4.69,1.46,1.53,1.44,1.53,1.47,1.03,1.02,1,1,1.02,3,
434,Ponte S. Cosmo o Lagoscuro,COSMO,0,Rio de S. Eufemia,EUFE1,113,114,GD,GD,No,,,1,7,Sesto Super Ribassato,5,Legno Lamellare,,No,No,14,14,28,14.5,19,Metallo e Pietra d'Istria,38,37,Trachite e Legno,3.34,1.27,33,6,5.7,0,0,0,0,0,3.34,4.5,15.03,4,Legno,3,Buone,48.03,2,Vuoto Geometrico,4,Legno,12,12,12,109.4,7.83,0,0,7.83,-0.28,,0,0,0,2.7,2.72,0.77,0.6,0.54,0.61,0.78,54,A37,A38,,4.68,4.68,4.68,1.86,1.7,1.64,1.7,1.87,1.09,1.1,1.1,1.09,1.09,3.58,I primi sette scalini da terra di entrambe le rampe sono in trachite e pietra d'Istria.
435,Ponte Piccolo,PICCOLO,0,Rio del Ponte Piccolo,PPIC3,114,115,GD,GD,No,,,1,2,Piano,6,Metallo,,No,Yes,11,11,22,13,2,Pietra d'Istria,41,8,Asfalto,2.63,1.08,21.57,4.9,4.7,0,0,0,0,0,2.96,8.7,25.75,8,Asfalto,2,Medie,47.32,3,Vuoto Decorato,6,Metallo,8,8,8,95,8.45,0,0,8.45,-0.2,,0,0,0,2.53,2.54,0.34,0.34,0.35,0.35,0.35,34,,A30,,4.05,4.04,4.03,1.29,1.29,1.3,1.3,1.3,0.95,0.95,0.95,0.95,0.95,3.11,
437,Ponte de le Scuole,SCUOLE,0,Rio del Ponte Piccolo,PPIC2,114,116,GD,GD,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,"DUE TONDI MESSI A CONCIO DI CHIAVE, LEONE ALATO",No,No,16,14,30,12,2,Pietra d'Istria,45,8,Asfalto,2.67,1.2,33.64,9.6,7.95,0,0,0,0,0,2.59,4.15,10.75,8,Asfalto,1,Cattive,44.39,1,Piena,14,Mattoni e Pietra d'Istria,29,118,73.5,89.8,12.39,10,50,11.79,-0.25,,0,0,0,3.03,3.06,0.55,0.44,0.44,0.48,0.51,44,A31,A32,,4.62,4.62,4.63,1.44,1.31,1.29,1.35,1.52,0.89,0.87,0.85,0.87,1.01,4.09,Presenza di un tubo a nord ovest.
438,Ponte de la Palada,PALADA,0,Rio de la Palada,PALA,115,116,GD,GD,No,,,3,8,Trapezoidale,4,Legno,,No,No,9,9,18,16,18,Legno e Pietra d'Istria,55,18,Legno e Pietra d'Istria,18.5,10.18,162.8,5.5,4.95,0,0,0,0,0,1.85,7.4,13.69,4,Legno,2,Medie,176.49,2,Vuoto Geometrico,4,Legno,11,11,11,99.6,13.47,4.5,3.6,13.389,-0.16,,0,0,0,2.56,2.57,0.32,0.33,0.33,0.32,0.34,32,A28,A29,,4.04,4.06,4.05,1.32,1.32,1.33,1.32,1.33,1,0.99,1,1,0.99,2.07,I primi due scalini da terra di entrambe le rampe sono interamente in pietra d'Istria.
439,Ponte S. Angelo,ANGELO,0,Rio de la Palada,PALA,115,116,GD,GD,No,,,3,8,Trapezoidale,4,Legno,,No,No,9,8,17,15,19,Metallo e Pietra d'Istria,36,35,Legno e Asfalto,2.12,0.76,11.45,12,132,0,0,0,0,0,2.12,9.7,20.56,4,Legno,2,Medie,32.01,2,Vuoto Geometrico,4,Legno,10,10,10,90,13.71,4.5,4.5,13.62,-0.16,,0,0,0,2.46,2.46,0.29,0.31,0.32,0.3,0.27,27,A27,A26,,3.82,3.83,3.84,1.19,1.2,1.21,1.21,1.18,0.9,0.89,0.89,0.91,0.91,2.32,"I primi cinque scalini da terra a nord sono in asfalto e pietra d'istria, i primi quattro scalini da terra a sud sono in asfalto e pietra d'istria."
440,Ponte Longo,LONGO,0,Rio del Ponte Longo,PLON2,115,117,GD,GD,No,,,1,7,Sesto Super Ribassato,6,Metallo,,No,No,16,16,32,13,2,Pietra d'Istria,36,8,Asfalto,3.64,1.31,39.31,7.58,7.25,0,0,0,0,0,3.65,34.7,126.66,8,Asfalto,2,Medie,165.97,3,Vuoto Decorato,6,Metallo,7,7,7,95,32.84,1.78,2.3,32.7992,-0.09,,0,0,0,3.42,3.45,0.64,0.64,0.63,0.63,0.66,63,A24,A25,,5.16,5.12,5.09,1.59,1.59,1.58,1.58,1.61,0.95,0.95,0.95,0.95,0.95,4.2,
441,Ponte Privato va al civico 158,CROC_P1,0,Rio de la Croce,CROC,117,118,GD,GD,Yes,158,,1,8,Trapezoidale,16,Mattoni e Metallo,,No,No,11,,,17,4,Legno,31,4,Legno,1.35,0.42,,,0,0,0,0,0,0,1.88,,,4,Legno,2,Medie,,2,Vuoto Geometrico,6,Metallo,3,3,3,90,8.44,0,0,8.44,-0.05,,0,0,0,2.68,2.68,0.3,0.3,0.3,0.3,0.3,30,A22,A23,,3.93,3.93,3.93,1.2,1.2,1.2,1.2,1.2,0.9,0.9,0.9,0.9,0.9,2.08,Il primo scalino a nord è in pietra d'Istria. Alcuni dati non rilevabili.
442,Ponte de la Croze,CROZE,0,Rio de la Croce,CROC,117,118,GD,GD,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,IL CONCIO CHIAVE HA UN CERCHIO,No,No,15,15,30,13,2,Pietra d'Istria,50,8,Asfalto,3.73,1.87,52.22,12.85,14.22,0,0,0,0,0,3.73,4.3,16.04,8,Asfalto,2,Medie,68.26,5,Mista,19,Metallo e Pietra d'Istria,4,4,4,1022,10.87,0,0,10.87,-0.01,,0,0,0,2.97,3.03,-8.39,-8.45,-8.53,-8.54,-8.67,-867,A21,A20,,4.69,4.67,4.64,1.81,1.65,1.57,1.66,1.83,10.2,10.1,10.1,10.2,10.5,4.57,
443,Ponte privato - Passerella girevole,GIORGIO,0,Darsena S. Giorgio,,119,119,GD,GD,Yes,,,5,2,Piano,17,Legno e Metallo,,Yes,No,0,0,0,0,,,0,,,0.6,0,0,,,0,0,0,0,0,0.65,15.35,9.98,4,Legno,3,Buone,9.98,2,Vuoto Geometrico,6,Metallo,10,10,10,1080,14.93,0,0,14.93,0.07,,0,0,0,1.4,1.4,-9.64,-9.64,-9.64,-9.64,-9.64,-964,A18,A19,,2.49,2.49,2.49,1.16,1.16,1.16,1.16,1.16,10.8,10.8,10.8,10.8,10.8,0.85,Alcuni dati non rilevabili.
444,Ponte della Crea,CREA,0,Rio de la Crea,CREA1,123,20,CN,CN,No,,,1,6,Sesto Ribassato,14,Mattoni e Pietra d'Istria,,Yes,Yes,13,13,26,14,2,Pietra d'Istria,39,3,Trachite,3.97,1.55,37.16,6.72,6.86,0,0,0,0,0,3.97,2.25,8.93,3,Trachite,4,Ottime,46.09,1,Piena,2,Pietra d'Istria,42,42,42,86,5.16,0,0,5.16,0.43,,0,0,0,2.3,2.38,0.87,0.8,0.67,0.77,0.92,67,C6,C5,,3.52,3.54,3.55,1.79,1.65,1.5,1.62,1.77,0.92,0.85,0.83,0.85,0.85,4.8,"Costruito 1998, Servoscala elettrico."
445,Ponte Nuovo dello Stadio,STADIO4,0,Rio de S. Elena,ELEN,106,105,CS,CS,No,,,3,8,Trapezoidale,4,Legno,,Yes,No,0,0,0,0,,,0,4,Legno,6.72,0,0,5.16,5.83,0,0,0,0,0,6.72,6.77,45.49,4,Legno,3,Buone,45.49,2,Vuoto Geometrico,4,Legno,15,15,15,88,13.1,2.7,2.45,13.0485,0.37,,0,0,0,2.64,2.65,0.69,0.31,0.31,0.32,0.81,31,H12,H13s,,3.47,3.47,3.47,1.57,1.19,1.19,1.2,1.69,0.88,0.88,0.88,0.88,0.88,7.02,Ponte con rampe senza scalini.
446,Ponte de l'Ospisio Da Ponte,OSPISIO,0,Rio de la Crea,CREA1,123,20,CN,CN,No,,,1,8,Trapezoidale,4,Legno,,No,No,10,10,20,16,4,Legno,34,4,Legno,1.5,0.51,9.18,3.4,3.38,0,0,0,0,0,1.5,1.7,2.55,4,Legno,4,Ottime,11.73,2,Vuoto Geometrico,4,Legno,10,10,10,107,4.71,0,0,4.71,0.44,0,0,0,0,2.34,2.41,0.31,0.31,0.27,0.32,0.32,27,C3,C4,,3.31,3.43,3.3,1.38,1.4,1.33,1.4,1.37,1.07,1.09,1.06,1.08,1.05,1.73,
