"!!id","!!type","materiale del manufatto","dimensioni alzata","spessore minimo","numero rampe","stile dell'arco","zoom","nome del ponte","materiale spallette","luce effettiva","decorazioni","larghezza minima gradini","superficie calpestabile rampe","superficie sommità","ID del segmento","numero campate","accessibile handicappati","nome del rio","ragione giuridica","n° gradini nord","materiale pav sommità","larghezza media spallette","ID","materiale alzata","intonaco arco","corrimano","anno di costruzione","Y","X","note","freccia","tipologia spallette","larghezza navigabile","franco","dimensioni pedata","lettera civico","intonaco spallette","civico","altezza media spallette","rapporto luce/freccia","n° zucchetta","materiale pedata","n° gradini sud","foto","data ultimo restauro","jobs","jobItems"
"VIGN_P2","ponti","muratura e pietra calcarea","0.17","0.38","2","Sesto Acuto","50.0000000003603","Ponte Privato va al civico 3959","muratura","7.4","un mascherone ad est, un mascherone ad ovest","1","9.8","5.8","VIGN01","1","no","Rio de S. Francesco de la Vigna","privata","9","trachite","0.28","VIGN_P2","pietra calcarea","si","no","0","5034986.53286718","2312643.44199366","","2.8","pieno","7.4","2.8","0.37","","si","3959","0.96","2.64","141","conglomerato cementizio","9","141","","[00003, 00232, 00447]","[]"
"FONTEG","ponti","muratura e pietra calcarea","0.11","0.44","2","Sesto Ribassato","50.0000000001083","Ponte del Fontego","muratura","8.2","tre scudi ad ovest","3","35.1","11.4","VIGN01","1","no","Rio de S. Francesco de la Vigna","pubblica","11","conglomerato bituminoso","0.25","FONTEG","pietra calcarea","si","no","0","5035036.21435723","2312452.03873108","Spallette imbrattate con spray.","2.5","pieno","8.2","2.5","0.44","","no","0","0.87","3.28","139","conglomerato bituminoso","13","139","","[00003, 00232, 00447]","[]"
"CTENOVA","ponti","muratura e pietra calcarea","0.14","0.42","2","Sesto Ribassato","49.9999999996214","Ponte de la Corte Nova","muratura","7.4","uno scudo a est, uno scudo ad ovest","3","30.4","7.3","ANTO01","1","no","Rio de S. Antonin","pubblica","9","trachite","0.28","CTENOVA","pietra calcarea","no","no","0","5034940.06082739","2312420.39794364","","2.6","pieno","7.4","2.6","0.45","","no","0","0.86","2.85","133","trachite","13","133","","[00104, 00232]","[00104PT0106]"
"COMENDA","ponti","muratura e pietra calcarea","0.1","0.2","2","Sesto Ribassato","49.9999999999758","Ponte de la Comenda","muratura","11.85","uno scudo a est, uno scudo ad ovest","2.97","78","12.4","ANTO01","1","no","Rio de S. Antonin","pubblica","9","conglomerato bituminoso","0.28","COMENDA","pietra calcarea","no","no","0","5034847.64665704","2312408.40792414","","2.14","pieno","11.85","2.6","0.45","","no","0","1.17","5.54","132","conglomerato bituminoso","13","132","","[00104, 00232]","[00104PT0107]"
"ANTONIN","ponti","muratura e pietra calcarea","0.13","0.54","2","Sesto Ribassato","49.9999999999687","Ponte S. Antonin","metallo e pietra calcarea","10.6","","3.31","59","13","ANTO01","1","no","Rio de S. Antonin","pubblica","13","conglomerato bituminoso","0.325","ANTONIN","pietra calcarea","si","no","0","5034784.42748586","2312424.76844604","","2.74","vuoto decorato","10.6","2.9","0.44","","no","0","1.06","3.87","131","conglomerato bituminoso","13","131","","[00104, 00232]","[00104PT0044]"
"LORENZ","ponti","muratura e pietra calcarea","0.155","0.6","2","Sesto Ribassato","50.00000000001","Ponte S. Lorenzo","pietra calcarea","12.9","due scudi presenti sul lato ovest< erano tre","4.12","78.2","24.1","LORE02","1","no","Rio de S. Lorenzo","pubblica","15","trachite","0.27","LORENZ","pietra calcarea","no","no","0","5034949.55920041","2312298.01563267","freccia calcolata come media tra le frecce rispetto alle due sponde (2,03 e 1,90)","2.5","colonnette","10.4","3.1","0.46","","no","0","0.87","5.16","128","trachite","15","128","","[00136, 00232]","[00136PT0003]"
"CAPPEL","ponti","muratura e pietra calcarea","0.135","0.25","2","Sesto Acuto","49.9999999997105","Ponte Cappello","metallo","4.1","tre scudi e due ciuffi a ovest, due ciuffi a est","1","6.1","5.1","TETT02","1","no","Rio de la Tetta","pubblica","12","trachite","0.04","CAPPEL","pietra calcarea","si","no","0","5035007.80922275","2312268.5600963","Intarsio in pietra d'Istria sulla sommita'. Presenza di un cavo elettrico. I primi nove scalini della rampa nord sono in pietra d'Istria. Presenza di una seconda rampa nord da 3.17 m.","2.9","vuoto decorato","4.1","2.9","0.32","","no","0","0.97","1.41","121","trachite","7","121","","[00103, 00232]","[]"
"LION","ponti","muratura e pietra calcarea","0.16","0.62","2","Sesto Ribassato","50.0000000000622","Ponte Lion","muratura","10.8","","2.52","42.4","12","LORE02","1","no","Rio de S. Lorenzo","pubblica","14","trachite","0.28","LION","pietra calcarea","no","no","0","5034856.03522015","2312297.24873326","","2.6","pieno","10.2","3","0.42","","no","0","0.84","4.15","127","trachite","14","127","","[00136, 00232]","[00136PT0004]"
"DIAVOL","ponti","muratura e pietra calcarea","0.17","0.36","2","A tutto Sesto","49.9999999997882","Ponte del Diavolo","metallo","4.38","","192","15","4","PROV01","1","no","Rio de S. Provolo o de l'Osmarin","pubblica","7","trachite","0.1","DIAVOL","pietra calcarea","no","no","0","5034805.88381061","2312239.1128063","","2.04","vuoto decorato","4.38","2.3","0.4","","no","0","0.88","2.15","89","trachite","7","089","1/1/1983 1:01:00 AM","[00136, 00232]","[00136PT0007]"
"CARMINI","ponti","muratura e pietra calcarea","0.13","0.27","2","A tutto Sesto","50.000000000227","Ponte dei Carmini","metallo","3.5","3 scudi ovest","2","11.5","3.5","PROV02","1","no","Rio de S. Provolo o de l'Osmarin","pubblica","10","conglomerato bituminoso","0.03","CARMINI","pietra calcarea","si","no","0","5034789.36663983","2312185.88338664","4 tutori sotto l' arco.","2","vuoto decorato","3.5","2","0.35","","no","0","1.02","1.75","88","conglomerato bituminoso","8","088","","[00136, 00232, 00425, 00431]","[00136PT0001, 00431PA0003]"
"CORONA","ponti","metallo","0.13","0.17","2","Sesto Ribassato","50.0000000000146","Ponte de la Corona","metallo","4.21","","1","6.6","13","ZANI01","1","no","Rio de S. Zaninovo e del Remedio","pubblica","6","conglomerato bituminoso","0.06","CORONA","pietra calcarea","no","no","0","5034816.58197811","2312132.11796195","Due civici 4743 e 4742 sul lato","0.65","vuoto decorato","4","2.16","0.45","","no","4743","0.87","6.48","91","conglomerato bituminoso","6","091","","[00103, 00232]","[00103PT0013]"
"NOVOSEV","ponti","muratura e pietra calcarea","0.15","0.45","2","Sesto Ribassato","50.0000000002883","Ponte Novo S.Severo","muratura","11.76","nove quadrati in pietra d""istria sulle arcate","2.38","23.1","11.3","SEVE02","1","no","Rio de S. Severo","pubblica","11","conglomerato bituminoso","0.27","NOVOSEV","pietra calcarea","no","no","0","5034940.51075032","2312167.18093515","","","pieno","10.1","2.5","0.375","","no","0","0.92","4.2","123","conglomerato bituminoso","10","123","","[00103, 00232]","[]"
"CAVAGN","ponti","muratura e pietra calcarea","0.135","0.43","2","Policentrico","49.999999999724","Ponte Cavagnis","metallo","8.6","quattro bugne ad est, quattro bugne ad ovest","2.5","28.3","4.9","SEVE01","1","no","Rio de S. Severo","pubblica","9","trachite","0.05","CAVAGN","pietra calcarea","no","no","0","5035047.23246993","2312158.89347316","","","vuoto decorato","","","0.4","","no","0","1.06","","124","trachite","10","124","","[00103, 00232]","[00103PT0004]"
"TETTA","ponti","muratura e pietra calcarea","0.12","0.52","2","Sesto Ribassato","49.9999999996823","Ponte Tetta","metallo","7.2","quattro bugne ad est quattro bugne ad ovest","3.38","27.5","13.7","TETT01","1","no","Rio de la Tetta","pubblica","4","conglomerato cementizio","0.05","TETTA","pietra calcarea","no","no","0","5035072.73810106","2312162.389875","","","vuoto decorato","5.9","2.2","0.45","","no","0","0.99","2.8","120","conglomerato cementizio","9","120","","[00103, 00232]","[00103PT0014]"
"BORGOL","ponti","muratura e pietra calcarea","0.125","0.55","2","Sesto Ribassato","49.9999999997362","Ponte Borgoloco","metallo","7","tre scudi sul lato ovest","2","22","7.1","PEST02","1","no","Rio del Pestrin","pubblica","14","trachite","0.04","BORGOL","pietra calcarea","no","no","0","5035064.43952253","2312003.57571644","","2.6","vuoto decorato","7","2.6","0.445","","no","0","0.95","2.69","114","trachite","12","114","","[00103, 00129, 00183, 00232]","[]"
"ANTON2","ponti","muratura e pietra calcarea","0.115","0.42","2","Sesto Ribassato","49.9999999996732","Ponte S. Antonio","metallo","6","","3","25.8","32.7","FAVA02","1","no","Rio de la Fava","pubblica","13","trachite","0.045","ANTON2","pietra calcarea","no","no","0","5035040.48362594","2311785.34746511","","2.5","vuoto decorato","6","2.5","0.485","","no","0","0.82","2.4","78","trachite","8","078","","[00103, 00232]","[]"
"MALVA2","ponti","metallo","0.12","0.32","2","Piano","49.999999999642","Ponte de la Malvasia","metallo","8.1","","12.4","22.9","17.4","ZULI01","1","no","Rio de S. Zulian","pubblica","11","conglomerato bituminoso","0.05","MALVA2","pietra calcarea","no","no","0","5034908.16629061","2311844.31626149","","0","vuoto geometrico","5.3","2.5","0.4","","no","0","0.91","","76","conglomerato bituminoso","11","076","","[00103, 00399, 00232]","[00103PT0015, 00399PT0001]"
"BALBI","ponti","muratura e pietra calcarea","0.13","0.54","2","Sesto Ribassato","50.000000000054","Ponte de Ca' Balbi","metallo","10","3 scudi ovest","1.5","44.3","21.3","ZULI01","1","no","Rio de S. Zulian","pubblica","13","trachite","0.04","BALBI","pietra calcarea","no","si","0","5034906.33660402","2311861.60860744","","","vuoto decorato","7.3","2.8","0.47","","no","0","1","","75","trachite","11","075","","[00103, 00232]","[00103PT0005]"
"GUERRA","ponti","muratura e pietra calcarea","0.13","0.45","2","Sesto Ribassato","49.9999999998432","Ponte de la Guerra","metallo","9","2 teste, 3 scudi a ovest, 2 teste a est","2.3","24.9","10","ZULI01","1","no","Rio de S. Zulian","pubblica","12","trachite","0.03","GUERRA","pietra calcarea","si","no","0","5034878.95129486","2311895.01408834","","","vuoto decorato","7.5","2.7","0.45","","no","0","0.93","","74","trachite","13","074","","[00103, 00232]","[]"
"MOND2_P1","ponti","muratura e pietra calcarea","0.16","0.39","2","Sesto Ribassato","50.000000000101","Ponte Privato va al civico 4425","muratura","7.7","","2","9.5","8","MOND02","1","no","Rio del Mondo Novo","privata","4","conglomerato bituminoso","0.21","MOND2_P1","pietra calcarea","si","no","0","5034905.02682837","2312009.73565092","Sul lato nord e' presente un cancello metallico decorato.","2.2","pieno","7.7","2.2","0.5","","si","4425","0.83","3.5","104","conglomerato bituminoso","4","104","","[00162, 00103, 00232, 00181]","[]"
"BANDE","ponti","muratura e pietra calcarea","0.125","0.46","2","Sesto Ribassato","50.0000000000011","Ponte de le Bande","metallo","6.5","","2","22.4","6.5","MOND02","1","no","Rio del Mondo Novo","pubblica","12","trachite","0.04","BANDE","pietra calcarea","si","no","0","5034941.95050371","2312003.83134966","","2.5","vuoto decorato","6.5","2.5","0.5","","no","0","0.91","2.6","105","trachite","12","105","","[00103, 00232]","[]"
"CRISTO","ponti","muratura e pietra calcarea","0.13","0.36","2","Sesto Ribassato","49.9999999999696","Ponte del Cristo","metallo","9.14","tre scudi","3.14","28.5","11.3","MARI01","1","no","Rio de la Panada","pubblica","11","trachite","0.04","CRISTO","pietra calcarea","no","no","0","5035151.63458687","2311944.49971909","","2.7","vuoto decorato","9.14","2.7","0.4","","no","0","0.88","3.4","80","trachite","11","080","","[00103, 00232]","[00103PT0009]"
"MARCEL","ponti","muratura e pietra calcarea","0.1","0.21","2","Sesto Ribassato","50.000000000349","Ponte Marcello","metallo","4.33","","3","26.3","8.4","PIOM01","1","no","Rio del Piombo","pubblica","10","conglomerato bituminoso","0.04","MARCEL","pietra calcarea","si","no","0","5035094.56436244","2311951.12144244","","1.4","vuoto decorato","3.9","2.69","0.46","","no","0","0.79","3.09","108","conglomerato bituminoso","11","108","","[00103, 00129, 00183, 00232]","[00103PT0019]"
"PISTOR","ponti","muratura e pietra calcarea","0.11","0.36","2","Sesto Ribassato","49.9999999999999","Ponte del Pistor","metallo","4.7","tre scudi sul lato ovest","2","11.3","10.7","PIOM02","1","no","Rio del Piombo","pubblica","7","conglomerato bituminoso","0.04","PISTOR","pietra calcarea","no","no","0","5035078.15717283","2311835.98756831","","2","vuoto decorato","4.7","2","0.485","","no","0","0.93","2.35","112","trachite e conglomerato bituminoso","8","112","","[00103, 00232]","[00103PT0020]"
"PIOM2_P1","ponti","metallo","0.15","0.13","2","Piano","50.0000000001561","Ponte Privato va al civico 5671","metallo","5.6","","1","2","5.8","PIOM02","1","no","Rio del Piombo","privata","0","conglomerato cementizio","0.04","PIOM2_P1","pietra calcarea","no","no","0","5035040.58360882","2311878.41442569","","1.9","vuoto geometrico","5.6","1.9","0.25","","no","5671","0.86","2.95","111","pietra calcarea","7","111","","[00103, 00232]","[]"
"PIOM2_P3","ponti","metallo","0.13","0.1","2","Piano","49.9999999999806","Ponte Privato va al civico 5964","metallo","2.26","","1","3.1","2.9","PIOM02","1","no","Rio del Piombo","privata","2","conglomerato bituminoso","0.03","PIOM2_P3","pietra calcarea","no","no","0","5035032.33502172","2311912.8177005","","0","vuoto decorato","2.1","2","0.28","","no","5964","0.93","","109","pietra calcarea","7","109","","[00103, 00232]","[]"
"ANZOLO","ponti","muratura e pietra calcarea","0.12","0.38","2","Sesto Ribassato","50.0000000000341","Ponte de l'Anzolo","metallo","7.8","3 scudi ovest","2","22.1","8.2","ZULI01","1","no","Rio de S. Zulian","pubblica","14","trachite","0.04","ANZOLO","pietra calcarea","si","no","0","5034827.17016446","2311944.21110119","Ipotenusa Nord: 1^ rampa 6,10; 2^ rampa 1,95.","2.6","vuoto decorato","7.8","2.6","0.45","","no","0","0.93","3","73","trachite","13","073","","[00103, 00232]","[]"
"CANO_P2","ponti","muratura e pietra calcarea","0.15","0.47","2","Sesto Ribassato","49.9999999996586","Ponte Privato va al civico 4328","metallo","8.9","1 scudo ovest, 1 scudo est","2","11.5","9.6","CANO01","1","no","Rio de la Canonica o de Palazzo","privata","5","conglomerato bituminoso","0.035","CANO_P2","pietra calcarea","si","no","0","5034763.51106864","2311985.4092702","Cancello a Sud in ferro.","2.4","vuoto decorato","8.9","2.4","0.4","","no","4328","0.92","3.71","70","conglomerato bituminoso","11","070","","[00232, II503]","[]"
"CANONI","ponti","muratura e pietra calcarea","0.125","0.66","2","Sesto Ribassato","50.0000000000632","Ponte de la Canonica","pietra calcarea","9.9","2 teste di leone, 3 scudi a est, 2 teste di leone","2","27.4","15.1","CANO01","1","no","Rio de la Canonica o de Palazzo","pubblica","5","trachite","0.31","CANONI","pietra calcarea","no","no","0","5034729.25693604","2311995.98918431","Rampa a Nord non segnata: 3 scalini, ipotenusa 16,50, scalino minimo 2.47","2.9","colonnette","9.9","2.9","0.94","","no","0","0.9","3.41","69","trachite","11","069","","[00232, II503]","[]"
"SOSPIR","ponti","pietra calcarea","","0","2","Policentrico","49.9999999998666","Ponte dei Sospiri (Aereo)","non rilevato","9.3","","0","","0","CANO01","1","no","Rio de la Canonica o de Palazzo","pubblica","0","non rilevato","0","SOSPIR","non rilevato","no","no","0","5034631.03376071","2312012.64657054","Ponte non rilevabile","0","chiuso","9.3","0","","","no","0","0","","68","non rilevato","0","068","","[00232, II503]","[]"
"PAGLIA","ponti","muratura e pietra calcarea","0.11","0.78","2","Sesto Ribassato","50.0000000000032","Ponte de la Paglia","pietra calcarea","10.2","pigne su spalletta, bassorilievo con madonna lato","7","193.1","24.6","CANO01","1","no","Rio de la Canonica o de Palazzo","pubblica","10","trachite","0.21","PAGLIA","pietra calcarea","no","no","0","5034585.40157706","2312022.37712288","","2.7","colonnette","10.2","2.7","1.41","","no","0","1.13","3.78","67","trachite","11","067","","[00232, II503]","[]"
"CAVALLO","ponti","muratura e pietra calcarea","0.12","0.42","2","Sesto Ribassato","50.0000000001089","Ponte Cavallo","muratura","8.5","tre scudi due teste ad ovest due teste ad est","3","54.9","11.4","MEND01","1","no","Rio dei Mendicanti o de S. Zanipolo","pubblica","16","conglomerato bituminoso","0.4","CAVALLO","pietra d'Istria e rosso di Verona","si","no","0","5035241.50919222","2312053.16030201","Presenza di vegetezione sul manufatto, intonaco scrostato.","3.3","pieno","","","0.5","","no","0","0.89","2.58","82","conglomerato bituminoso","15","082","","[00157, 00232, 00180]","[]"
"ROSSO2","ponti","muratura e pietra calcarea","0.15","0.47","2","Sesto Ribassato","49.9999999997202","Ponte Rosso","metallo","8.1","","2","19","9.7","MEND01","1","no","Rio dei Mendicanti o de S. Zanipolo","pubblica","11","trachite","0.05","ROSSO2","pietra calcarea","no","no","0","5035166.06211557","2312023.56457979","Ad ovest ci sono due cancelli metallici sulla spalletta.","2.6","vuoto decorato","8.1","2.6","0.45","","no","0","0.93","3.12","81","trachite","11","081","","[00157, 00232, 00180]","[]"
"MINICH","ponti","muratura e pietra calcarea","0.13","0.37","2","Sesto Ribassato","49.9999999998076","Ponte Minich","muratura","9.05","uno scudo ad est, uno scudo ad ovest","2","21.2","7.4","PEST01","1","no","Rio del Pestrin","pubblica","12","trachite","0.3","MINICH","pietra calcarea","no","no","0","5035112.98120782","2312089.28703912","","2.24","pieno","9.05","2.4","0.39","","no","0","0.95","4.04","115","trachite","10","115","1/1/1998 1:01:00 AM","[00103, 00232]","[00103PT0008]"
"CFELZI","ponti","metallo","0.12","0.33","2","Sesto Ribassato","49.9999999998893","Ponte dei Consafelzi","metallo","17.5","Sette intarsi sui lati delle spallette ovest ed es","2.73","29.42","8.6","PEST01","1","no","Rio del Pestrin","pubblica","11","conglomerato bituminoso","0.07","CFELZI","metallo","no","no","0","5035104.14272176","2312126.44455502","Corrimano con sommità est ed ovest con scritta: Fonderia Collalto. Due civici.","","vuoto decorato","10.3","2.6","0.46","","no","0","0.91","3.9","116","conglomerato bituminoso","11","116","1/1/1999 1:01:00 AM","[00103, 00232]","[00103PT0010]"
"OSPEDA","ponti","muratura e pietra calcarea","0.13","0.44","2","A tutto Sesto","49.9999999997774","Ponte de l'Ospedaletto","metallo","3.4","","2","11.7","5","LATE01","1","no","Rio de S. Giovanni Laterano","pubblica","10","trachite","0.04","OSPEDA","pietra calcarea","no","no","0","5035099.49351812","2312175.71578392","","2.3","vuoto decorato","3.4","2.3","0.44","","no","0","0.93","1.48","117","trachite","7","117","1/1/1999 1:01:00 AM","[00103, 00232]","[00103PT0001]"
