"primary_address_id","wiki_friendly_title","store_name","store_type","nace_code","ateco_code","ethnic_ownership","corporate_ownership","opening_time_am","closing_time_am","opening_time_pm","closing_time_pm","closed_for_lunch","day_closed","opened_in_year","last_known_open_year","year_data_collected","photo_year_1","photo_url_1","photo_year_2","photo_url_2","photo_year_3","photo_url_3","photo_year_4","photo_url_4","photo_year_5","photo_url_5","photo_year_6","photo_url_6","photo_year_7","photo_url_7","photo_year_8","photo_url_8","photo_year_9","photo_url_9","photo_year_10","photo_url_10","photo_year_11","photo_url_11","photo_year_12","photo_url_12","photo_year_13","photo_url_13","photo_year_14","photo_url_14","photo_year_15","photo_url_15"
"0278001162_","Store 0278001162_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0278002504_","Store 0278002504_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001579_","Store 0319001579_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1945","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319001666_","Store 0319001666_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1980","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319003305_","Store 0319003305_ - (Cichetteria Sara, 2004)","Cichetteria Sara","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004599_","Store 0319004599_ - (Bar S. Giacomo, 2004)","Bar S. Giacomo","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004832_","Store 0319004832_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1945","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319004864_","Store 0319004864_ - (Snack Bar, 2004)","Snack Bar","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005245_","Store 0319005245_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005353_","Store 0319005353_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1997","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0319005354_","Store 0319005354_ - (2004)","","Bar","56.3","56.30.0","","","","","","","","","1970","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
