"!!ID","!!IDName","!ImageUrl","Dati Generali_Data fine","Dati Generali_Data inizio","Dati Generali_Descrizione","Dati Generali_Durata","Dati Generali_Famiglia","Dati Generali_Stato","Dati Generali_Zona","Intervento_Importo lavori effettivo","Intervento_Importo lavori effettivo (dl)","Intervento_Importo lavori previsto","Intervento_Tipologia intervento","Segnalazione_Tipologia elemento","Sopralluogo_Tipologia anomalia","Sopralluogo_Tipologia elemento"
"33244","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/26673/360/220/","2012-06-21","2012-06-07","Dorsoduro, 3908 - F.ta della Frescada","13 giorni","Venezia Sud 2012","risolto","Dorsoduro",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33240","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/26621/360/220/","2012-06-21","2012-06-06","Giudecca civ.95","14 giorni","Venezia Sud 2012","risolto","Giudecca",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"33241","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/26664/360/220/","2012-06-21","2012-06-07","Piazzale Roma Fronte Garage San Marco","13 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"pavimentazione","arredo, segnaletica","altro","pavimentazione stradale"
"5665","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/8968/360/220/",,"2009-11-06","Cannaregio, 3027/r-3027/q - Ramo Primo",,"Venezia Nord","risolto","Cannaregio",,,,,"altro",,
"5666","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/8969/360/220/","2009-11-25","2009-11-24","San Marco 3572 calle del Cristo","1 giorno","Venezia Nord","risolto","San Marco","","",,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"5667","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/8975/360/220/","2009-12-02","2009-11-24","Castello, 4147 - Riva degli Schiavoni","8 giorni","Venezia Nord","risolto","Castello","","",,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"20083","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/23563/360/220/","2010-10-06","2010-09-17","Rampa Santa Lucia 499/B","19 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"5668","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/8981/360/220/","2009-11-24","2009-11-24","San Marco Frezzeria civ 1693",,"Venezia Nord","risolto","San Marco","","",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"33751","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19417/360/220/",,"2012-09-28","PONTE DELLA PAGLIA - MOLO SAN MARCO",,"Venezia Nord 2012","risolto","San Marco",,,,,"altro",,
"20245","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/23821/360/220/","2010-11-02","2010-09-20","Dorsoduro, Sottoportico Fioravante","43 giorni","Venezia Sud","risolto","Dorsoduro",,,,,"pavimentazione","cedimento","pavimentazione stradale"
"33750","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19416/360/220/",,"2012-09-28","SAN MARCO 4060 - 4062 /A CALLE DRIO LA SACRESTIA",,"Venezia Nord 2012","risolto","San Marco",,,,,"pavimentazione",,
"20244","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/23818/360/220/","2010-10-07","2010-09-21","San Polo 3078/P","16 giorni","Venezia Sud","risolto","San Polo",,,,,"fognatura","malfunzionamento","rete nera, mista o pluviale"
"20246","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/23824/360/220/",,"2010-09-20","Castello - Ponte del Vin",,"Venezia Nord","risolto","Castello",,,,,"ponti (e pontili)",,
"26803","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28593/360/220/","2011-01-18","2011-01-05","San Polo civ.1247","13 giorni","Venezia Sud","risolto","San Polo",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"17484","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/17423/360/220/","2010-08-02","2010-07-29","San Polo, Campo San Silvestro","4 giorni","Venezia Sud","risolto","San Polo",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"20243","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/23760/360/220/","2010-09-22","2010-09-22","San Polo - Ponte di Rialto",,"Venezia Sud","risolto","San Polo",,,,"ponti","pavimentazione","intervento migliorativo","pavimentazione ponte"
"33752","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19418/360/220/","2012-09-28","2012-09-28","Sestriere di Castello, Calle dei Albanesi, fronte civ 4247",,"Venezia Nord 2012","risolto","Castello",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"33758","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19549/360/220/","2012-10-03","2012-10-01","CANNAREGIO 1902 CALLE DEL PISTOR","1 giorno","Venezia Nord 2012","risolto","Cannaregio",,,,,"fognatura","altro","caditoia"
"16603","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18491/360/220/","2010-07-29","2010-07-08","Santa Croce Isola nuova del tronchetto","21 giorni","Venezia Sud","risolto","Santa Croce",,,,,"arredo, segnaletica","altro","pavimentazione stradale"
"33756","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19484/360/220/","2012-10-02","2012-10-01","Murano Calle Volpi, 25",,"Venezia Nord 2012","risolto","Murano",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","rete nera, mista o pluviale"
"27583","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28060/360/220/","2011-01-19","2011-01-13","Calle Lavezzera civ.2602/A - San Marco","5 giorni","Venezia Nord 2011","risolto","San Marco",,"",,"pavimentazione","pavimentazione","malfunzionamento","pavimentazione stradale"
"32695","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/25102/360/220/","2012-04-18","2012-01-26","DORSODURO 236 CALLE QUERINI","83 giorni","Venezia Sud","risolto","Dorsoduro",,,,,"fognatura","altro","rete nera, mista o pluviale"
"32692","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/25039/360/220/","2012-01-30","2012-01-26","Castello Calle Hermada (s. Elena) pulizia scarico","4 giorni","Venezia Nord estensione gennaio - febbraio 2012","risolto","Castello",,,,"fognatura - reti fognarie","fognatura","instabilita elemento","rete nera, mista o pluviale"
"32693","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/25043/360/220/","2012-02-15","2012-01-26","GIUDECCA, 699 CALLE DELLA VECCHIA","20 giorni","Venezia Sud","risolto","Giudecca",,,,,"fognatura","altro","impianto di sollevamento o depurazione"
"33742","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19338/360/220/","2012-09-28","2012-09-27","San Polo, 449-451 calle dell'Arco (dipintura civici)","1 giorno","Venezia Sud 2012","risolto","San Polo",,,,"segnaletica e anagrafica","arredo, segnaletica","altro","elementi di arredo, segnaletica"
"33741","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19278/360/220/","2012-09-28","2012-09-27","Dorsoduro, 1145 fondamenta Del Borgo (dipintura civici)","1 giorno","Venezia Sud 2012","risolto","Dorsoduro",,,,"segnaletica e anagrafica","arredo, segnaletica","altro","elementi di arredo, segnaletica"
"33744","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19346/360/220/","2012-10-08","2012-09-27","DORSODURO 1051 E 1051/A - ACCADEMIA CAMPO DELLA CARITA'","11 giorni","Venezia Sud 2012","risolto","Dorsoduro",,,,,"pavimentazione","intervento migliorativo","pavimentazione stradale"
"32696","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/25105/360/220/","2012-01-31","2012-01-26","S.Marco Piscina de Frezaria civ. 1661","4 giorni","Venezia Nord estensione gennaio - febbraio 2012","risolto","San Marco",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33743","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19342/360/220/","2012-10-01","2012-09-27","Murano tra distributore carburante e calle Bertolini","4 giorni","Venezia Nord 2012","risolto","Murano",,,,"pavimentazione","pavimentazione","lesione","pavimentazione stradale"
"32697","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/25109/360/220/","2012-02-06","2012-01-27","S. Elena calle del Pasubio fronte civ 5","9 giorni","Venezia Nord estensione gennaio - febbraio 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"33745","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19349/360/220/","2013-01-15","2012-09-27","Santa Croce 1220, Calle del Figher","110 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"13983","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/15021/360/220/","2010-05-18","2010-05-17","Piazzale Roma - Ponte della Costituzione","1 giorno","Venezia Nord","risolto","Cannaregio",,,,"ponti","ponti (e pontili)","lesione","pavimentazione ponte"
"33748","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19409/360/220/","2012-11-09","2012-09-28","Giudecca 54 Calle Michelangelo","41 giorni","Venezia Sud 2012","risolto","Giudecca",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33749","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19413/360/220/","2012-10-12","2012-09-28","Murano Fta Vetrai 11-15","14 giorni","Venezia Nord 2012","risolto","Murano",,,,,"pavimentazione","cedimento","pavimentazione stradale"
"29703","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28903/360/220/","2011-02-09","2011-02-04","Cannaregio civ. 3018","4 giorni","Venezia Nord 2011","risolto","Cannaregio",,"",,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"8023","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11033/360/220/","2010-03-10","2010-02-19","F.ta Ca Bala","19 giorni","Venezia Sud","risolto","Dorsoduro",,,,"segnaletica e anagrafica","arredo, segnaletica","altro","elementi di arredo, segnaletica"
"15145","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14298/360/220/","2010-05-31","2010-05-31","CANNAREGIO CAMPO SAN GEREMIA CIV.308",,"Venezia Nord","risolto","Cannaregio",,"",,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"15143","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14241/360/220/","2010-06-04","2010-06-04","Cannaregio 4335",,"Venezia Nord","risolto","Cannaregio",,"",,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"8724","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12497/360/220/","2010-03-03","2010-03-01","Castello, 2962","2 giorni","Venezia Nord","risolto","Castello","","",,"fognatura - reti fognarie","pavimentazione","malfunzionamento","caditoia"
"8723","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12491/360/220/","2010-03-10","2010-03-01","Cannaregio, 3545","9 giorni","Venezia Nord","risolto","Cannaregio","","",,"fognatura - reti fognarie","pavimentazione","malfunzionamento","caditoia"
"14483","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14346/360/220/",,"2010-05-21","Dorsoduro F.ta dei Cerchieri (o del Squero) n. 1295",,"Venezia Sud","risolto","Dorsoduro",,,,,"muri di sponda",,
"32691","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/25035/360/220/","2012-01-26","2012-01-26","S.Marco calle dei Fabri civ.4665",,"Venezia Nord estensione gennaio - febbraio 2012","risolto","San Marco",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"32690","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/25031/360/220/","2012-01-26","2012-01-26","S.Marco riva del Carbon fronte calle del Carbon",,"Venezia Nord estensione gennaio - febbraio 2012","risolto","San Marco",,,,"fognatura - impianti","fognatura","malfunzionamento","rete nera, mista o pluviale"
"33777","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18720/360/220/","2012-10-22","2012-10-05","Dorsoduro 2453/F Calle Capello","17 giorni","Venezia Sud 2012","risolto","Dorsoduro",,,,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"33776","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18717/360/220/","2012-10-08","2012-10-04","CANNAREGIO 1649 - RIO TERA' SAN LEONARDO","4 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,,"pavimentazione","lesione","pavimentazione stradale"
"33775","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18713/360/220/","2012-10-08","2012-10-04","S.Elena fronte pontile Actv","4 giorni","Venezia Nord 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","lesione","pavimentazione stradale"
"33774","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18657/360/220/","2012-10-16","2012-10-04","S.Marco ponte de l'accademia dei pitori","11 giorni","Venezia Nord 2012","risolto","San Marco",,,,"ponti","ponti (e pontili)","instabilita elemento","parapetto ponte"
"33773","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18653/360/220/","2012-10-17","2012-10-04","S.Marco pavimentazione fronte giardinetti Ex Reali","12 giorni","Venezia Nord 2012","risolto","San Marco",,,,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"33772","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18649/360/220/","2012-10-17","2012-10-04","Castello riva dei Sette Martiri","12 giorni","Venezia Nord 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","intervento migliorativo","pavimentazione stradale"
"33770","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18588/360/220/","2012-10-10","2012-10-03","Santa Croce f.ta Santa Chiara civ 512","6 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"pavimentazione",,"cedimento","pavimentazione stradale"
"17464","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/17365/360/220/","2010-08-03","2010-07-30","San Marco 675","4 giorni","Venezia Nord","risolto","San Marco",,"",,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"30483","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/20376/360/220/","2011-03-28","2011-02-17","Castello, Paludo Sant'Antonio, 836 D","38 giorni","Venezia Nord 2011","risolto","Castello",,"",,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"33779","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18784/360/220/","2012-10-12","2012-10-05","CASTELLO 3227","6 giorni","Venezia Nord 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33778","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18724/360/220/","2012-10-25","2012-10-05","SANTA CROCE 500 - RAMPA SANTA CHIARA (questura)","20 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"segnaletica e anagrafica","arredo, segnaletica","intervento migliorativo","elementi di arredo, segnaletica"
"28244","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28742/360/220/","2011-01-21","2011-01-18","Cannaregio, Calle Longa delle Canossiane, 3193","3 giorni","Venezia Nord 2011","risolto","Cannaregio",,"",,"pavimentazione","pavimentazione","malfunzionamento","pavimentazione stradale"
"28243","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28698/360/220/","2011-01-19","2011-01-18","San Marco, Sottoportico Calle del Salvadego, 1221","1 giorno","Venezia Nord 2011","risolto","San Marco",,"",,"pavimentazione","pavimentazione","malfunzionamento","pavimentazione stradale"
"33764","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18576/360/220/","2012-10-22","2012-10-02","Piazzale Roma edicola centrale","19 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33763","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18572/360/220/","2012-10-22","2012-10-02","Santa Croce Bivio Tronchetto","19 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"segnaletica e anagrafica","arredo, segnaletica","lesione","parapetto stradale"
"33765","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18580/360/220/","2012-10-10","2012-10-02","Dorsoduro civ 3648 ponte Renier","8 giorni","Venezia Sud 2012","risolto","Dorsoduro",,,,"muri di sponda","ponti (e pontili)","instabilita elemento","muro di sponda"
"33760","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19552/360/220/","2012-12-10","2012-10-02","SANTA CROCE LISTA VECCHIA DEI BARI CIV 1239/A","69 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"8043","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11034/360/220/","2010-02-18","2010-02-18","Castello ponte del Sufragio o del Cristo",,"Venezia Nord","risolto","Castello","","",,"ponti",,"intervento migliorativo","pavimentazione ponte"
"21303","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22984/360/220/","2010-10-21","2010-10-06","San Polo 4 e 11 Ponte di Rialto","15 giorni","Venezia Sud","risolto","San Polo",,,,"ponti","ponti (e pontili)","lesione","pavimentazione ponte"
"33761","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/19556/360/220/","2012-10-08","2012-10-02","CAMPO SANT'ANGELO, FRONTE EDICOLA","6 giorni","Venezia Nord 2012","risolto","San Marco",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"21304","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22988/360/220/","2010-10-06","2010-10-06","F.ta dei tabacchi - ripassatura",,"Venezia Sud","risolto","Santa Croce",,,,"pavimentazione",,"instabilita elemento","pavimentazione stradale"
"33768","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18584/360/220/","2012-10-17","2012-10-03","San Marco 295-296 merceria dell'Orologio","13 giorni","Venezia Nord 2012","risolto","San Marco",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"8745","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/12557/360/220/","2010-01-08","2010-01-07","Castello Campo della Tana Ispezione 99","1 giorno","Venezia Nord","risolto","Castello","","",,"pavimentazione",,"cedimento","pavimentazione stradale"
"15124","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14237/360/220/","2010-06-08","2010-06-03","San Polo civ. 974","5 giorni","Venezia Sud","risolto","San Polo",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"33714","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21946/360/220/","2012-11-09","2012-09-19","Santa Croce 2052 Campiello del Spezier - 1899 Salizada Carminati","50 giorni","Venezia Sud 2012","risolto","Santa Croce",,,,"segnaletica e anagrafica","arredo, segnaletica","altro","elementi di arredo, segnaletica"
"33715","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21950/360/220/","2012-09-21","2012-09-19","Castello, 5269 calle delle bande","1 giorno","Venezia Nord 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33712","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22029/360/220/","2012-09-21","2012-09-19","Murano Calle del Paradiso 7","1 giorno","Venezia Nord 2012","risolto","Murano",,,,,"pavimentazione","altro","pavimentazione stradale"
"33713","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21942/360/220/","2012-09-21","2012-09-19","CANNAREGIO 4688/C","1 giorno","Venezia Nord 2012","risolto","Cannaregio",,,,"fognatura - reti fognarie","pavimentazione","lesione","caditoia"
"33718","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/18984/360/220/","2012-09-24","2012-09-20","CANNAREGIO 5784 PONTE DELL'OLIO","3 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,"ponti","arredo, segnaletica","instabilita elemento","parapetto ponte"
"16645","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/17414/360/220/","2010-07-21","2010-07-09","San Marco, 2803 - C.po S. Stefano","12 giorni","Venezia Nord","risolto","San Marco",,,,,"fognatura","altro","rete nera, mista o pluviale"
"33716","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21954/360/220/",,"2012-09-19","Cannaregio 411 fondamenta Savorgnan",,"Venezia Nord 2012","risolto","Cannaregio",,,,,"pavimentazione",,
"16644","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/17411/360/220/","2010-07-21","2010-07-10","Cannaregio, Ponte dell'Olio (Ponte di Coin) riferimento civ. 5784","11 giorni","Venezia Nord","risolto","Cannaregio",,,,,"ponti (e pontili)","cedimento","struttura ponte"
"30463","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/20372/360/220/","2011-03-11","2011-02-15","Dorsoduro civ.3112","24 giorni","Venezia Sud","risolto","Dorsoduro",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"33717","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21955/360/220/","2012-09-26","2012-09-20","CASTELLO 5544","5 giorni","Venezia Nord 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","instabilita elemento","pavimentazione stradale"
"16643","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/17406/360/220/","2010-08-24","2010-07-10","S.Marco, Ponte del Lovo, Rio S. Salvatore","45 giorni","Venezia Nord","risolto","San Marco",,"",,"ponti","ponti (e pontili)","cedimento","struttura ponte"
"26843","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28601/360/220/",,"2011-01-05","Castello nei pressi di Ponte del forner detto Ponte Riello civico 186",,"Venezia Nord 2011","risolto","Castello",,,,,"pavimentazione",,
"20284","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22917/360/220/","2010-09-23","2010-09-23","CANNAREGIO 1601",,"Venezia Nord","risolto","Cannaregio",,"",,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33710","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22024/360/220/","2012-09-20","2012-09-19","Castello Sant'Elena Viale IV Novembre 53",,"Venezia Nord 2012","risolto","Castello",,,,"pavimentazione","pavimentazione","lesione","pavimentazione stradale"
"33711","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22028/360/220/",,"2012-09-19","CASTELLO,2148 RIVA SETTE MARTIRI - MUSEO NAVALE",,"Venezia Nord 2012","risolto","Castello",,,,,"altro",,
"4964","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/8113/360/220/","2009-10-12","2009-10-09","Castello ponte del Vin","3 giorni","Venezia Nord","risolto","Castello","","",,"ponti","ponti (e pontili)","lesione","pavimentazione ponte"
"4966","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/8178/360/220/","2009-10-05","2009-10-05","ISPEZIONE SAN MARCO CALLE DE LE STRAZZE CIV.1007 - 1040",,"Venezia Nord","risolto","San Marco","","",,"pavimentazione",,"cedimento","pavimentazione stradale"
"33709","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22021/360/220/","2012-09-21","2012-09-19","CANNAREGIO 2014","1 giorno","Venezia Nord 2012","risolto","Cannaregio",,,,,"pavimentazione","lesione","pavimentazione stradale"
"27543","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/28052/360/220/","2011-01-21","2011-01-13","Giudecca 484 Calle Dell'Olio","8 giorni","Venezia Sud","risolto","Giudecca",,,,"pavimentazione","pavimentazione","lesione","pavimentazione stradale"
"33701","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21844/360/220/","2012-09-28","2012-09-18","Castello ramo e calle del Pasubio","9 giorni","Venezia Nord 2012","risolto","Castello",,,,"segnaletica e anagrafica","arredo, segnaletica","intervento migliorativo","elementi di arredo, segnaletica"
"33702","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21881/360/220/","2012-09-28","2012-09-18","Castello calle del Pasubio e del Montello","9 giorni","Venezia Nord 2012","risolto","Castello",,,,"segnaletica e anagrafica","arredo, segnaletica","intervento migliorativo","elementi di arredo, segnaletica"
"33703","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21885/360/220/","2012-09-21","2012-09-18","SAN POLO 1264 - IN CORTE DEI PRETI (dipintura civici)","2 giorni","Venezia Sud 2012","risolto","San Polo",,,,"segnaletica e anagrafica","altro","intervento migliorativo","elementi di arredo, segnaletica"
"33704","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21889/360/220/","2012-09-20","2012-09-19","San Marco 5513 calle dell'Orso","1 giorno","Venezia Nord 2012","risolto","San Marco",,,,,"pavimentazione","cedimento","pavimentazione stradale"
"33705","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/21892/360/220/","2012-09-28","2012-09-19","Castello 6660/A calle Nicolo Massa","8 giorni","Venezia Nord 2012","risolto","Castello",,,,"segnaletica e anagrafica","arredo, segnaletica","intervento migliorativo","elementi di arredo, segnaletica"
"13944","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14956/360/220/","2010-06-14","2010-05-17","Santa Croce, 1884 - Calle del Ponte Storto","28 giorni","Venezia Sud","risolto","Santa Croce",,,,"pavimentazione","pavimentazione","cedimento","pavimentazione stradale"
"33707","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22013/360/220/","2012-09-21","2012-09-19","MURANO - RIO TERA' SAN SALVADOR FRONTE CIVICO 8","1 giorno","Venezia Nord 2012","risolto","Murano",,,,"pavimentazione","pavimentazione","lesione","pavimentazione stradale"
"15103","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14168/360/220/","2010-06-10","2010-06-04","Sant'Elena Calle Monte Cencio civ 3","6 giorni","Venezia Nord","risolto","Castello",,"",,"pavimentazione","pavimentazione","malfunzionamento","pavimentazione stradale"
"33708","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/22017/360/220/","2012-09-28","2012-09-19","Cannaregio 3568/A fta dell'Abazia","8 giorni","Venezia Nord 2012","risolto","Cannaregio",,,,"segnaletica e anagrafica","arredo, segnaletica","intervento migliorativo","elementi di arredo, segnaletica"
"15104","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/14229/360/220/","2010-06-28","2010-06-04","Dorsoduro-Zattere vicino civico 1405","24 giorni","Venezia Sud","risolto","Dorsoduro",,,,"elementi di arredo","arredo, segnaletica","lesione","elementi di arredo, segnaletica"
"8064","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11045/360/220/","2010-02-19","2010-02-19","Cannaregio Fondamenta dei Scalzi fronte civ 57",,"Venezia Nord","risolto","Cannaregio","","",,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
"8063","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/11039/360/220/","2010-02-22","2010-02-19","Cannaregio 1376 Calle al Canton Venezia","3 giorni","Venezia Nord","risolto","Cannaregio","","",,"fognatura - reti fognarie","fognatura","intervento migliorativo","pavimentazione stradale"
"4982","Evento di manutenzione","maps.insula.it/common/objectimg/mimuv-eventi/8183/360/220/","2009-10-20","2009-10-13","Santa Croce 1036 Calle delle Oche","7 giorni","Venezia Sud","risolto","Santa Croce",,,,"fognatura - reti fognarie","fognatura","malfunzionamento","caditoia"
