"id","Title","wiki_title","Job Item Ids","Ismar Link Ids","GIS Id","Alternate IDs","Minimum Width (m)","Location-lon","Location-lat","GIS Total Id","Area (m^2)","Average Width (m)","Length (m)","Canal ID","Cemented"
"POLO3","Segment POLO3","Segment POLO3","00102SC0005,00102SC0013,00102SC0014,00102SC0023","2301","POLO3","POLO03","6.0","12.3289997","45.4370433","POLO03","989.687","10.9","90.55","POLO","false"
"BACI15","Segment BACI15","Segment BACI15","","",,,,"12.368767","45.422216","BACI15","131141.95","623.0","210.5","BACI",
"POLO2","Segment POLO2","Segment POLO2","00102SC0004,00102SC0005,00102SC0006,00102SC0012,00102SC0023","2299","POLO2","POLO02","9.2","12.3286474","45.4376945","POLO02","631.905","11.8","53.67","POLO","false"
"BACI16","Segment BACI16","Segment BACI16","","",,,,"12.3711846","45.4241162","BACI16","224524.63","742.97","302.2","BACI",
"POLO5","Segment POLO5","Segment POLO5","00102SC0003,00102SC0014","2303","POLO5","POLO05","17.4","12.3298669","45.4361274","POLO05","169.658","19.9","9.86","POLO","false"
"POLO4","Segment POLO4","Segment POLO4","00102SC0003,00102SC0013,00102SC0014","2302","POLO4","POLO04","8.6","12.3294188","45.4363759","POLO04","882.161","11.6","76.03","POLO","false"
"GRAN14","Segment GRAN14","Segment GRAN14","00187SC0003,00187SC0005","2338","GRAN14",,"45.0","12.3334846","45.4405276","GRAN14","8417.5","67.8","124.14","GRAN","false"
"GRAN13","Segment GRAN13","Segment GRAN13","00187SC0005","2341","GRAN13",,"56.6","12.3325234","45.4410766","GRAN13","4626.45","69.0","66.99","GRAN","false"
"GRAN12","Segment GRAN12","Segment GRAN12","","2342","GRAN12",,"53.2","12.332073","45.4413724","GRAN12","1704.9","60.2","28.27","GRAN","false"
"ARSE","Segment ARSE","Segment ARSE","00355SC0001","2476,2477","ARSE","ARSE01","11.6","12.3498566","45.4336208","ARSE01","3907.16","14.9","261.94","ARSE","false"
"GRAN11","Segment GRAN11","Segment GRAN11","","2414","GRAN11",,"51.6","12.3316003","45.4416385","GRAN11","3883.8","57.8","67.24","GRAN","false"
"GRAN18","Segment GRAN18","Segment GRAN18","","2334","GRAN18",,"26.4","12.3356449","45.4378411","GRAN18","7241.8","41.7","173.57","GRAN","false"
"GRAN17","Segment GRAN17","Segment GRAN17","","2335","GRAN17",,"26.4","12.3359768","45.4390254","GRAN17","4723.93","45.8","103.16","GRAN","false"
"GRAN16","Segment GRAN16","Segment GRAN16","","2336","GRAN16",,"47.6","12.3355512","45.4395539","GRAN16","2752.71","58.7","46.92","GRAN","false"
"GRAN15","Segment GRAN15","Segment GRAN15","00331SC0004","2337","GRAN15",,"47.4","12.3347907","45.4400001","GRAN15","6631.25","58.8","112.84","GRAN","false"
"GRAN10","Segment GRAN10","Segment GRAN10","","2412,2413","GRAN10",,"45.4","12.3305841","45.4419832","GRAN10","6545.75","57.0","114.76","GRAN","false"
"BERN","Segment BERN","Segment BERN","00102SC0001,00102SC0002,00102SC0006,00102SC0021","2319","BERN","BERN01","2.4","12.329464","45.4383571","BERN01","200.714","3.8","52.91","BERN","false"
"NOAL4","Segment NOAL4","Segment NOAL4","","2398,2399","NOAL4","NOAL04","8.0","12.3328301","45.4421507","NOAL04","1493.84","11.3","132.34","NOAL","false"
"AMAV01","Segment AMAV01","Segment AMAV01","","",,,"20.5",,,,"5326.88","31.3","170.36","AMAV","false"
"NOAL1","Segment NOAL1","Segment NOAL1","","2038","NOAL1","NOAL01","10.2","12.3345991","45.4431341","NOAL01","499.93","12.6","39.62","NOAL","false"
"NOAL2","Segment NOAL2","Segment NOAL2","","2045","NOAL2","NOAL02","12.2","12.3341016","45.4429466","NOAL02","389.447","15.1","25.82","NOAL","false"
"NOAL3","Segment NOAL3","Segment NOAL3","","2401","NOAL3","NOAL03","10.4","12.3336598","45.4427389","NOAL03","631.141","14.0","45.17","NOAL","false"
"TRON","Segment TRON","Segment TRON","00113SC0004,00113SC0005","2379,2380","TRON","TRON01","2.4","12.3293308","45.4413299","TRON01","587.047","3.4","172.43","TRON","false"
"AMAL","Segment AMAL","Segment AMAL","00102SC0004,00102SC0005,00102SC0013,00102SC0023","2300","AMAL","AMAL01","5.2","12.3286287","45.4373939","AMAL01","143.189","5.6","25.7","AMAL","false"
"FAVA1","Segment FAVA1","Segment FAVA1","00103SC0006","2372","FAVA1","FAVA01","5.4","12.337787","45.4381808","FAVA01","76.6548","7.1","10.92","FAVA","false"
"CTIA01","Segment CTIA01","Segment CTIA01","","",,,"10.1",,,,"10086.97","14.3","703.15","CTIA","false"
"FAVA2","Segment FAVA2","Segment FAVA2","00103SC0006,00103SC0027,00103SC0029","2157,2158","FAVA2","FAVA02","6.4","12.3376949","45.4371831","FAVA02","1711.91","8.9","192.52","FAVA","false"
"FRES","Segment FRES","Segment FRES","00102SC0010,00102SC0011,00102SC0018,00102SC0024","2126,2292","FRES","FRES01","2.4","12.3262501","45.4358343","FRES01","1379.31","5.2","267.49","FRES","false"
"FALB01","Segment FALB01","Segment FALB01","","",,,"6.9",,,,"9579.69","26.6","360.1","FALB","false"
"CANO","Segment CANO","Segment CANO","","2463,2464","CANO","CANO01","7.6","12.3406735","45.4346114","CANO01","2814.5","10.0","281.51","CANO","false"
"DANI","Segment DANI","Segment DANI","","2166,2167,2168,2169","DANI","DANI01","3.2","12.356916","45.4338248","DANI01","1691.98","5.7","296.68","DANI","false"
"DEM201","Segment DEM201","Segment DEM201","","",,,"17.1",,,,"2594.86","22.3","116.31","DEM2","false"
"SSER01","Segment SSER01","Segment SSER01","","",,,"10.7",,,,"4377.86","16.7","261.49","SSER","false"
"ACQU1","Segment ACQU1","Segment ACQU1","00448SC0005,00189SC0006,00189SC0007,00189SC0009,00189SC0010,00189SC0015,00189SC0017","2053","ACQU1","ACQU01","6.6","12.3370554","45.442564","ACQU01","537.834","8.2","65.32","ACQU","false"
"CGRA03","Segment CGRA03","Segment CGRA03","","",,,"32.8",,,,"25119.98","59.6","421.4","CGRA","false"
"CGRA04","Segment CGRA04","Segment CGRA04","","",,,"108.0",,,,"30745.38","134.7","228.35","CGRA","false"
"RAFF2","Segment RAFF2","Segment RAFF2","00003SC0081,00003SC0104,00003SC0123,00219SC0004,00219SC0005,00219SC0007,00219SC0013","2003","RAFF2","RAFF02","8.0","12.3162751","45.4321819","RAFF02","1319.66","11.6","113.37","RAFF","false"
"SENS1","Segment SENS1","Segment SENS1","00003SC0033,00155SC0003,00179SC0002","2419,2420","SENS1","SENS01","9.2","12.3248345","45.4475396","SENS01","4631.48","15.3","301.73","SENS","false"
"CGRA01","Segment CGRA01","Segment CGRA01","","",,,"66.2",,,,"20070.39","83.3","240.95","CGRA","false"
"RAFF1","Segment RAFF1","Segment RAFF1","00003SC0081,00003SC0104,00219SC0003,00219SC0004,00219SC0005,00219SC0015","2113,2114","RAFF1","RAFF01","6.0","12.3181675","45.4326049","RAFF01","1852.13","8.7","211.89","RAFF","false"
"SENS2","Segment SENS2","Segment SENS2","00003SC0031,00003SC0034,00155SC0004,00155SC0009","2418","SENS2","SENS02","7.2","12.3281389","45.4464029","SENS02","3024.18","13.1","230.62","SENS","false"
"CGRA02","Segment CGRA02","Segment CGRA02","","",,,"43.2",,,,"12915.28","52.0","248.46","CGRA","false"
"SENS3","Segment SENS3","Segment SENS3","00003SC0031,00003SC0035,00155SC0001,00155SC0005,00155SC0009","2025","SENS3","SENS03","9.6","12.329931","45.4459004","SENS03","803.684","11.9","67.66","SENS","false"
"COLE01","Segment COLE01","Segment COLE01","","",,,"12.9",,,,"2394.67","14.0","170.83","COLE","false"
"SENS4","Segment SENS4","Segment SENS4","00003SC0036,00155SC0001,00155SC0006,00155SC0010","2030","SENS4","SENS04","9.2","12.3309146","45.445641","SENS04","844.342","10.2","82.67","SENS","false"
"ACQU3","Segment ACQU3","Segment ACQU3","00112SC0001,00112SC0009,00112SC0012","2407","ACQU3","ACQU03","9.2","12.3364909","45.4416884","ACQU03","602.438","11.3","53.45","ACQU","false"
"SENS5","Segment SENS5","Segment SENS5","00003SC0032,00003SC0037,00155SC0002,00155SC0007,00155SC0010","2031","SENS5","SENS05","6.4","12.3324162","45.445131","SENS05","1681.32","10.2","165.56","SENS","false"
"FUSE","Segment FUSE","Segment FUSE","","2461,2462","FUSE","FUSE01","5.0","12.3353309","45.4347102","FUSE01","871.4","7.0","124.75","FUSE","false"
"ACQU2","Segment ACQU2","Segment ACQU2","00112SC0001,00112SC0012,00448SC0005,00189SC0009,00189SC0017","2410","ACQU2","ACQU02","10.6","12.3367417","45.4420807","ACQU02","448.021","10.9","41.04","ACQU","false"
"SENS6","Segment SENS6","Segment SENS6","00003SC0032,00003SC0038,00155SC0002,00155SC0008","2036","SENS6","SENS06","10.6","12.3341844","45.4441154","SENS06","2364.71","13.4","176.24","SENS","false"
"ZECA","Segment ZECA","Segment ZECA","00006SC0110,00006SC0111","2082,2504","ZECA","ZECA01","5.1","12.3389799","45.4332134","ZECA01","557.564","8.0","69.52","LUNA","false"
"ZECC","Segment ZECC","Segment ZECC","00009SC0124,00179SC0002,00179SC0003,00179SC0005,00179SC0007","2027","ZECC","ZECC01","11.0","12.3304181","45.4474353","ZECC01","1926.4","12.4","155.14","ZECC","false"
"SACF3","Segment SACF3","Segment SACF3","00346SC0003,00346SC0012","3008","SACF3","SACF03","9.4","12.3155823","45.4262317","SACF03","2674.95","15.4","174.14","SACF","false"
"SACF2","Segment SACF2","Segment SACF2","00346SC0002,00346SC0004,00346SC0012,00346SC0013","3010","SACF2","SACF02","11.6","12.3135284","45.4265854","SACF02","1658.74","16.1","103.04","SACF","false"
"SACF1","Segment SACF1","Segment SACF1","00346SC0005,00346SC0013","3012","SACF1","SACF01","11.8","12.3122064","45.4268422","SACF01","860.401","17.6","48.85","SACF","false"
"CSER01","Segment CSER01","Segment CSER01","","",,,"20.5",,,,"22044.74","55.7","395.79","CSER","false"
"DIO","Segment DIO","Segment DIO","00003SC0026,00115SC0002,00115SC0007","2174,2175","DIO","DIO001","6.0","12.3484587","45.4339654","DIO001","1719.14","9.0","191.33","DIO","false"
"TANA3","Segment TANA3","Segment TANA3","","2481","TANA3","TANA03","14.6","12.3505866","45.4319978","TANA03","336.494","16.2","20.71","TANA","false"
"TANA2","Segment TANA2","Segment TANA2","","2165,2479,2480","TANA2","TANA02","5.8","12.3530109","45.4329593","TANA02","4964.82","11.0","453.29","TANA","false"
"MADO2","Segment MADO2","Segment MADO2","00320SC0018,00320SC0020,00320SC0028,00320SC0029,00187SC0002,00187SC0006,00187SC0008,00187SC0013,00187SC0016","2323","MADO2","MADO02","5.2","12.3305998","45.4379802","MADO02","435.975","7.0","62.59","MADO","false"
"TANA1","Segment TANA1","Segment TANA1","00326SC0002,00326SC0003","2092","TANA1","TANA01","8.8","12.3558897","45.432784","TANA01","564.74","10.1","55.84","TANA","false"
"MADO1","Segment MADO1","Segment MADO1","00320SC0018,00320SC0019,00320SC0029,00187SC0006,00187SC0007,00187SC0013","2322","MADO1","MADO01","3.6","12.3300888","45.4384999","MADO01","259.373","4.2","61.35","MADO","false"
"MADO3","Segment MADO3","Segment MADO3","00320SC0021,00320SC0028,00187SC0002,00187SC0009,00187SC0016","2311,2312","MADO3","MADO03","2.0","12.330833","45.4370752","MADO03","719.114","4.7","151.51","MADO","false"
"STIN","Segment STIN","Segment STIN","00102SC0004,00102SC0007,00102SC0012,00102SC0015","2298","STIN","STIN01","8.0","12.3276197","45.4377048","STIN01","933.149","8.4","111.93","STIN","false"
"GALE1","Segment GALE1","Segment GALE1","","2469,2470,2471","GALE1","GALE01","7.6","12.3511009","45.4369595","GALE01","19510.6","55.0",,"GALE","false"
"GALE2","Segment GALE2","Segment GALE2","","2089","GALE2","GALE02","80.0","12.3501901","45.4352453","GALE02","3372.77","39.5",,"GALE","false"
"PRIU1","Segment PRIU1","Segment PRIU1","00003SC0039,00003SC0047,00112SC0004,00112SC0005,00112SC0007,00112SC0011,00112SC0015,00112SC0017","2404","PRIU1","PRIU01","6.0","12.3345391","45.4422731","PRIU01","379.068","7.7","49.22","PRIU","false"
"PRIU3","Segment PRIU3","Segment PRIU3","00003SC0044,00112SC0001,00112SC0006,00112SC0009,00112SC0018","2406","PRIU3","PRIU03","9.8","12.3360761","45.4415646","PRIU03","547.309","11.4","47.83","PRIU","false"
"PRIU2","Segment PRIU2","Segment PRIU2","00003SC0046,00112SC0006,00112SC0008,00112SC0017,00112SC0018","2405","PRIU2","PRIU02","5.8","12.3353004","45.4418828","PRIU02","745.486","8.9","83.69","PRIU","false"
"GIUD12","Segment GIUD12","Segment GIUD12","","",,,,"12.3380539","45.4288139","GIUD12","125625.95","269.82","465.6","GIUD",
"BIAG1","Segment BIAG1","Segment BIAG1","","3006","BIAG1","BIAG01","8.0","12.3201073","45.4275068","BIAG01","1697.65","10.3","165.25","BIAG","false"
"BIAG2","Segment BIAG2","Segment BIAG2","00320SC0001","3007","BIAG2","BIAG02","9.0","12.3191764","45.4258819","BIAG02","2699.43","14.3","188.07","BIAG","false"
"GIUD10","Segment GIUD10","Segment GIUD10","","",,,,"12.3312628","45.4269394","GIUD10","100129.38","322.48","310.5","GIUD",
"CATE3","Segment CATE3","Segment CATE3","00346SC0008,00346SC0010,00189SC0007,00189SC0008,00189SC0010,00189SC0015,00189SC0016","2054","CATE3","CATE03","8.2","12.3382178","45.4426378","CATE03","1656.85","10.9","151.69","CATE","false"
"GIUD11","Segment GIUD11","Segment GIUD11","","",,,,"12.3350347","45.4272948","GIUD11","103698.44","373.28","277.8","GIUD",
"CARM","Segment CARM","Segment CARM","00219SC0003,00219SC0010,00219SC0012,00219SC0015,00219SC0016","2004","CARM","CARM01","11.0","12.3202593","45.4333445","CARM01","1521.33","12.2","124.53","CARM","false"
"CATE1","Segment CATE1","Segment CATE1","00346SC0006,00346SC0011,00189SC0005,00189SC0020","2051","CATE1","CATE01","7.0","12.3357312","45.4433505","CATE01","446.926","8.5","52.61","CATE","false"
"CATE2","Segment CATE2","Segment CATE2","00346SC0010,00346SC0011,00346SC0015,00189SC0006,00189SC0010,00189SC0015,00189SC0020","2052","CATE2","CATE02","8.4","12.3366398","45.4430582","CATE02","985.9","10.6","93.34","CATE","false"
"CROC","Segment CROC","Segment CROC","00003SC0122,00334SC0001","3096,3097","CROC","CROC01","5.2","12.3335266","45.4243411","CROC01","2458.29","9.6","254.98","CROC","false"
"TRTE","Segment TRTE","Segment TRTE","00101SC0003,00101SC0004,00101SC0007,00101SC0017","2428","TRTE","TRTE01","3.8","12.3265744","45.4464056","TRTE01","439.883","5.0","87.41","TRTE","false"
"ERBE","Segment ERBE","Segment ERBE","00102SC0003,00102SC0014","2316","ERBE","ERBE01","3.6","12.3301413","45.4365804","ERBE01","402.163","4.4","91.5","ERBE","false"
"DNUO","Segment DNUO","Segment DNUO","","2472,2473,2474,2475,2478","DNUO","DNUO01","22.1","12.3544217","45.436005","DNUO01","97425.56",,,"DNUO","false"
"MUNE","Segment MUNE","Segment MUNE","00102SC0011,00102SC0018,00102SC0019,00102SC0024","2184,2207,2208,2503","MUNE","MUNE01","3.0","12.3235435","45.4376093","MUNE01","2051.75","5.9","349.59","MUNE","false"
"VIGN","Segment VIGN","Segment VIGN","00003SC0021,00003SC0024,00115SC0004,00115SC0009,00447SC0001,00447SC0007","2161,2162","VIGN","VIGN1,VIGN01","5.8","12.3476179","45.4376624","VIGN01","2421.19","8.5","285.98","VIGN","false"
"GIUD03","Segment GIUD03","Segment GIUD03","","",,,,"12.3190988","45.4297311","GIUD03","38486.45","249.26","154.4","GIUD",
"GIUD04","Segment GIUD04","Segment GIUD04","","",,,,"12.320626","45.4296638","GIUD04","21929.8","279.01","78.6","GIUD",
"GIUD05","Segment GIUD05","Segment GIUD05","","",,,,"12.3225402","45.4289688","GIUD05","71166.51","287.89","247.2","GIUD",
"GIUD06","Segment GIUD06","Segment GIUD06","","",,,,"12.324542","45.4283709","GIUD06","30306.59","315.37","96.1","GIUD",
"GIUD01","Segment GIUD01","Segment GIUD01","00303SC0001,00303SC0002,00303SC0004,00211SC0001,00211SC0002","",,,"5.8","12.3133908","45.4298786","GIUD01","85362.75","272.72","317.68","GIUD","false"
"GIUD02","Segment GIUD02","Segment GIUD02","","",,,,"12.316806","45.4300227","GIUD02","54376.56","257.95","210.8","GIUD",
"SCUD1","Segment SCUD1","Segment SCUD1","00003SC0021,00003SC0024,00003SC0030,00115SC0004,00115SC0005,00115SC0009,00115SC0011,00447SC0007","2173,2467","SCUD1","SCUD01","4.0","12.3481688","45.436214","SCUD01","1842.79","6.2","296.85","SCUD","false"
"SCUD2","Segment SCUD2","Segment SCUD2","00003SC0024,00003SC0030,00115SC0002,00115SC0004,00115SC0005","2468","SCUD2","SCUD02","6.0","12.3483428","45.4350639","SCUD02","424.59","7.3","58.45","SCUD","false"
"GIUD07","Segment GIUD07","Segment GIUD07","","",,,,"12.3262754","45.4279692","GIUD07","59082.01","312.44","189.1","GIUD",
"ASSA01","Segment ASSA01","Segment ASSA01","00303SC0001,00303SC0002,00303SC0004","",,,"6.9",,,,"621.569","7.5","79.64","ASSA","false"
"GIUD08","Segment GIUD08","Segment GIUD08","","",,,,"12.3278602","45.4275237","GIUD08","24513.99","314.28","78.0","GIUD",
"GIUD09","Segment GIUD09","Segment GIUD09","","",,,,"12.3288202","45.4273798","GIUD09","23569.7","314.68","74.9","GIUD",
"TERR01","Segment TERR01","Segment TERR01","00303SC0003","",,,"6.3",,,,"3809.04","8.5","446.35","TERR","false"
"DGIO1","Segment DGIO1","Segment DGIO1","","","DGIO1","DGIO01","15.0","12.344712","45.4297592","DGIO01","10911.78",,,"DGIO","false"
"ASSA02","Segment ASSA02","Segment ASSA02","00303SC0001,00303SC0002,00303SC0004,00303SC0005","",,,"4.8",,,,"1365.79","6.5","215.25","ASSA","false"
"LAVR","Segment LAVR","Segment LAVR","","3101,3102","LAVR","LAVR01","41.2","12.3177978","45.4273196","LAVR01","21310.63","65.7","324.48","LAVR","false"
"MAGA","Segment MAGA","Segment MAGA","","2209","MAGA","MAGA01","6.2","12.3205872","45.4370793","MAGA01","504.431","7.9","63.91","MAGA","false"
"LEPA02","Segment LEPA02","Segment LEPA02","00371SC0001,00371SC0002,00371SC0003,00371SC0004,00371SC0005,00379SC0002","",,,"7.6",,,,"1743.29","8.4","208.62","LEPA","false"
"LEPA03","Segment LEPA03","Segment LEPA03","00371SC0003,00371SC0004,00371SC0005,00371SC0006,00371SC0009","",,,"7.1",,,,"5281.18","10.3","513.33","LEPA","false"
"LEPA01","Segment LEPA01","Segment LEPA01","00371SC0001,00371SC0002,00371SC0003,00371SC0008,00379SC0002","",,,"6.5",,,,"4269.68","9.4","452.15","LEPA","false"
"MIRA","Segment MIRA","Segment MIRA","00103SC0001,00103SC0009,00103SC0026,00103SC0109","2454","MIRA","MIRA01","3.0","12.3390903","45.4394249","MIRA01","608.71","5.1","118.3","MIRA","false"
"BARN1","Segment BARN1","Segment BARN1","00009SC0105,00009SC0106,00107SC0001,00107SC0002","2231,2232","BARN1","BARN01","3.8","12.3256269","45.4333025","BARN01","1397.31","6.9","201.13","BARN","false"
"BARN2","Segment BARN2","Segment BARN2","00009SC0105,00009SC0106,00107SC0001,00107SC0002","2015","BARN2","BARN02","5.6","12.3236662","45.4330803","BARN02","1014.08","7.7","132.18","BARN","false"
"FRAR2","Segment FRAR2","Segment FRAR2","00102SC0015,00102SC0016,00102SC0017","2296","FRAR2","FRAR02","6.7","12.3277539","45.4368254","FRAR02","249.413","7.3","34.27","FRAR","false"
"TORE","Segment TORE","Segment TORE","00320SC0016,00120SC0002","2264,2265,2275","TORE","TORE01","3.2","12.3307543","45.4298699","TORE01","2121.41","5.5","382.48","TORE","false"
"CIMI01","Segment CIMI01","Segment CIMI01","","",,,"4.6",,,,"699.68","7.3","95.3","CIMI","false"
"FRAR1","Segment FRAR1","Segment FRAR1","00102SC0012,00102SC0015,00102SC0016","2296,2297","FRAR1","FRAR01","5.2","12.3272457","45.4372361","FRAR01","746.723","8.5","87.56","FRAR","false"
"PEST2","Segment PEST2","Segment PEST2","00103SC0011,00103SC0012,00103SC0023,00103SC0030,00103SC0032,00103SC0103,00103SC0119","2068","PEST2","PEST02","5.6","12.3405836","45.4379928","PEST02","900.773","7.5","120.64","PEST","false"
"PIET","Segment PIET","Segment PIET","00104SC0007,00104SC0009","2266","PIET","PIET01","5.8","12.3456789","45.4346677","PIET01","2000.5","9.8","204.71","PIET","false"
"MOIS","Segment MOIS","Segment MOIS","00099SC0009,00099SC0010","2285,2288,2289,2290","MOIS","MOIS01","5.2","12.3355499","45.4329206","MOIS01","1759.35","8.7","202.29","MOIS","false"
"PEST1","Segment PEST1","Segment PEST1","00103SC0012,00103SC0023,00103SC0024,00103SC0103,00103SC0104","2062","PEST1","PEST01","7.0","12.3416603","45.4384044","PEST01","763.072","9.6","79.73","PEST","false"
"CINI","Segment CINI","Segment CINI","","3099","CINI","CINI01","37.0","12.3432438","45.4264839","CINI01","7845.26","40.0","196.13","CINI","false"
"SACM","Segment SACM","Segment SACM","00179SC0001","","SACM","SACM01","10.4","12.3352016","45.4447231","SACM01","1781.13","11.3","157.77","SACM","false"
"CDIE01","Segment CDIE01","Segment CDIE01","","",,,"10.8",,,,"937.077","12.7","70.55","CDIE","false"
"MISE6","Segment MISE6","Segment MISE6","00101SC0011,00101SC0014","2039","MISE6","MISE06","6.0","12.3333269","45.4437309","MISE06","1743.2","8.6","201.79","MISE","false"
"MISE5","Segment MISE5","Segment MISE5","00101SC0010,00101SC0014,00101SC0016","2040","MISE5","MISE05","4.6","12.3312","45.4447043","MISE05","1551.11","9.2","168.63","MISE","false"
"SACB1","Segment SACB1","Segment SACB1","","3013","SACB1","SACB01","75.8","12.3117561","45.4276404","SACB01","11671.61","88.3","132.24","SACB","false"
"MISE4","Segment MISE4","Segment MISE4","00101SC0009,00101SC0015,00101SC0016","2041","MISE4","MISE04","10.2","12.330141","45.4450016","MISE04","254.444","11.1","22.9","MISE","false"
"SACB2","Segment SACB2","Segment SACB2","","3014","SACB2","SACB02","32.4","12.3109861","45.4263634","SACB02","16294.5","88.9","183.21","SACB","false"
"MISE3","Segment MISE3","Segment MISE3","00101SC0008,00101SC0012,00101SC0015","2023","MISE3","MISE03","9.0","12.329465","45.4451849","MISE03","784.3","10.6","73.95","MISE","false"
"CORN","Segment CORN","Segment CORN","00108SC0006,00108SC0008,00108SC0010,00108SC0016","2242,2243,2310","CORN","CORN01","3.2","12.3313247","45.4350012","CORN01","766.057","4.6","166.42","CORN","false"
"MISE2","Segment MISE2","Segment MISE2","00101SC0005,00101SC0008,00101SC0012","2430","MISE2","MISE02","11.2","12.3283658","45.4454458","MISE02","1578.05","14.9","105.6","MISE","false"
"MISE1","Segment MISE1","Segment MISE1","00101SC0004,00101SC0005,00101SC0006,00101SC0007,00101SC0017","2429","MISE1","MISE01","17.2","12.3270874","45.445759","MISE01","1796.96","19.4","92.85","MISE","false"
"BEAT02","Segment BEAT02","Segment BEAT02","","",,,"8.6",,,,"3913.28","12.0","326.44","BEAT","false"
"BEAT01","Segment BEAT01","Segment BEAT01","","",,,"8.2",,,,"960.841","10.9","88.32","BEAT","false"
"GAFF","Segment GAFF","Segment GAFF","00144SC0001,00144SC0002,00145SC0001","2102,2103,2216,2217","GAFF","GAFF01","4.6","12.3224993","45.4364302","GAFF01","2659.99","9.9","269.03","GAFF","false"
"VETR01","Segment VETR01","Segment VETR01","00009SC0119","",,,"7.2",,,,"6057.0","11.2","541.93","VETR","false"
"FNUO1","Segment FNUO1","Segment FNUO1","","",,"FNUO01",,"12.3276356","45.4496145","FNUO01","101474.08","165.59","612.8","FNUO",
"CELE","Segment CELE","Segment CELE","00004SC0057","2159,2160","CELE","CELE01","9.7","12.3498719","45.4384503","CELE01","1508.48","12.5","120.54","CELE","false"
"PROC","Segment PROC","Segment PROC","","2502","PROC","PROC01","4.0","12.3377026","45.4344584","PROC01","578.383","5.5","105.21","PROC","false"
"MELO","Segment MELO","Segment MELO","00003SC0075,00003SC0112,00187SC0001,00187SC0002,00187SC0010,00187SC0015","2313,2314","MELO","MELO01","3.0","12.3318262","45.4372576","MELO01","684.245","4.3","157.63","MELO","false"
"TOLE","Segment TOLE","Segment TOLE","00124SC0001","2211,2212,2213,2214","TOLE","TOLE01","6.0","12.3212445","45.4381384","TOLE01","2317.09","8.8","262.43","TOLE","false"
"FNUO3","Segment FNUO3","Segment FNUO3","","",,"FNUO03",,"12.337133","45.4458305","FNUO03","4810.9","106.67","45.1","FNUO",
"TENT2","Segment TENT2","Segment TENT2","00003SC0089,II473SC0004,II473SC0005,II473SC0007,II473SC0016,II473SC0017","2108,2109","TENT2","TENT02","10.4","12.3184532","45.4345102","TENT02","3108.93","12.4","249.8","TENT","false"
"FNUO2","Segment FNUO2","Segment FNUO2","","",,"FNUO02",,"12.334048","45.4474706","FNUO02","59820.97","108.25","552.6","FNUO",
"TENT1","Segment TENT1","Segment TENT1","II473SC0006,II473SC0010,II473SC0014,II473SC0017","2013","TENT1","TENT01","9.0","12.3202964","45.4349325","TENT01","547.733","11.1","49.3","TENT","false"
"FNUO5","Segment FNUO5","Segment FNUO5","","",,"FNUO05",,"12.3399258","45.4438561","FNUO05","2170.01","64.01","33.9","FNUO",
"APOS3","Segment APOS3","Segment APOS3","00189SC0003,00189SC0004,00189SC0019","2178,2368","APOS3","APOS03","3.2","12.3382787","45.4405159","APOS03","1114.02","8.3","133.63","APOS","false"
"FNUO4","Segment FNUO4","Segment FNUO4","","",,"FNUO04",,"12.3383522","45.4448204","FNUO04","23796.47","88.3","269.5","FNUO",
"APOS4","Segment APOS4","Segment APOS4","00189SC0003,00189SC0004","2365,2366,2367","APOS4","APOS04","4.4","12.3366178","45.4400826","APOS04","1288.7","7.9","162.54","APOS","false"
"FNUO7","Segment FNUO7","Segment FNUO7","","",,"FNUO07",,"12.3422743","45.4423944","FNUO07","3470.0","51.87","66.9","FNUO",
"FNUO6","Segment FNUO6","Segment FNUO6","","",,"FNUO06",,"12.3409579","45.4431643","FNUO06","10331.23","53.61","192.7","FNUO",
"FNUO9","Segment FNUO9","Segment FNUO9","","",,"FNUO09",,"12.3483158","45.4394701","FNUO09","13828.23","45.99","300.7","FNUO",
"FNUO8","Segment FNUO8","Segment FNUO8","","",,"FNUO08",,"12.3446037","45.4411184","FNUO08","22859.06","59.36","385.1","FNUO",
"NICL04","Segment NICL04","Segment NICL04","","",,,,"12.3743953","45.4269328","NICL04","358256.01",,,"NICL",
"ALVI","Segment ALVI","Segment ALVI","00320SC0022,00179SC0002,00179SC0005,00179SC0007","2416,2417","ALVI","ALVI01","9.4","12.3271937","45.4475412","ALVI01","7142.44","15.2","468.72","ALVI","false"
"BOTE","Segment BOTE","Segment BOTE","00003SC0094,II473SC0001,II473SC0010,II473SC0012,II473SC0014","2010","BOTE","BOTE01","5.5","12.3209813","45.4354439","BOTE01","502.957","8.3","60.7","BOTE","false"
"APOS2","Segment APOS2","Segment APOS2","00189SC0001,00189SC0002,00189SC0019","2498","APOS2","APOS02","8.0","12.3388648","45.4412185","APOS02","448.932","8.9","50.24","APOS","false"
"APOS1","Segment APOS1","Segment APOS1","00189SC0001,00189SC0002,00189SC0009,00189SC0018","2499","APOS1","APOS01","8.0","12.3389741","45.4416695","APOS01","460.184","9.1","50.57","APOS","false"
"LUCA2","Segment LUCA2","Segment LUCA2","00099SC0003,00099SC0012,00099SC0013","2459","LUCA2","LUCA02","7.4","12.3339354","45.4350362","LUCA02","146.514","8.2","17.91","LUCA","true"
